id,scope_group,observed,predicted,selected_config,selection_reason,validation,target,nominal_coverage,global_half_width,group_or_global_half_width,interval_source,empirical_q80_half_width,half_width,global_lower,global_upper,lower,upper,empirical_lower,empirical_upper,covered
2c,naphthyl,71.0,62.12091848277464,ridge|physchem_compact|alpha=3.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,yield,0.9,25.470868506865955,25.470868506865955,global_fallback,12.45621708553945,25.470868506865955,36.650049975908686,87.5917869896406,36.650049975908686,87.5917869896406,49.66470139723519,74.57713556831409,True
2t,ortho_halogen,88.0,80.33641942721015,ridge|physchem_compact|alpha=30.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,yield,0.9,25.470868506865955,25.470868506865955,global_fallback,12.45621708553945,25.470868506865955,54.86555092034419,100.0,54.86555092034419,100.0,67.8802023416707,92.7926365127496,True
2u,ortho_halogen,85.0,80.28465461430748,ridge|physchem_compact|alpha=30.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,yield,0.9,25.470868506865955,25.470868506865955,global_fallback,12.45621708553945,25.470868506865955,54.81378610744153,100.0,54.81378610744153,100.0,67.82843752876803,92.74087169984693,True
2v,ortho_halogen,85.0,80.57909959547652,ridge|physchem_compact|alpha=30.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,yield,0.9,25.470868506865955,25.470868506865955,global_fallback,12.45621708553945,25.470868506865955,55.108231088610566,100.0,55.108231088610566,100.0,68.12288250993707,93.03531668101597,True
2h,para_edg,79.0,81.01227070448365,ridge|physchem_compact|alpha=30.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,yield,0.9,25.470868506865955,25.470868506865955,global_fallback,12.45621708553945,25.470868506865955,55.5414021976177,100.0,55.5414021976177,100.0,68.5560536189442,93.4684877900231,True
2i,para_edg,76.0,77.0610226798741,ridge|physchem_compact|alpha=30.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,yield,0.9,25.470868506865955,25.470868506865955,global_fallback,12.45621708553945,25.470868506865955,51.590154173008145,100.0,51.590154173008145,100.0,64.60480559433465,89.51723976541355,True
2l,para_ewg,71.0,72.0994330457957,ridge|physchem_compact|alpha=30.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,yield,0.9,25.470868506865955,25.470868506865955,global_fallback,12.45621708553945,25.470868506865955,46.62856453892975,97.57030155266166,46.62856453892975,97.57030155266166,59.643215960256256,84.55565013133516,True
2m,para_ewg,72.0,78.81054588008426,ridge|physchem_compact|alpha=30.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,yield,0.9,25.470868506865955,25.470868506865955,global_fallback,12.45621708553945,25.470868506865955,53.33967737321831,100.0,53.33967737321831,100.0,66.35432879454481,91.26676296562371,True
2n,para_ewg,70.0,76.79505540091505,ridge|physchem_compact|alpha=30.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,yield,0.9,25.470868506865955,25.470868506865955,global_fallback,12.45621708553945,25.470868506865955,51.32418689404909,100.0,51.32418689404909,100.0,64.3388383153756,89.2512724864545,True
2o,para_halogen,86.0,81.15106530056924,ridge|physchem_compact|alpha=30.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,yield,0.9,25.470868506865955,25.470868506865955,global_fallback,12.45621708553945,25.470868506865955,55.68019679370329,100.0,55.68019679370329,100.0,68.6948482150298,93.6072823861087,True
2p,para_halogen,85.0,80.92355052221583,ridge|physchem_compact|alpha=30.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,yield,0.9,25.470868506865955,25.470868506865955,global_fallback,12.45621708553945,25.470868506865955,55.45268201534988,100.0,55.45268201534988,100.0,68.46733343667638,93.37976760775528,True
2q,para_halogen,80.0,80.87502671522651,ridge|physchem_compact|alpha=30.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,yield,0.9,25.470868506865955,25.470868506865955,global_fallback,12.45621708553945,25.470868506865955,55.404158208360556,100.0,55.404158208360556,100.0,68.41880962968706,93.33124380076596,True
2w,polyhalogen,89.0,78.87324232292643,ridge|physchem_compact|alpha=30.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,yield,0.9,25.470868506865955,25.470868506865955,global_fallback,12.45621708553945,25.470868506865955,53.402373816060475,100.0,53.402373816060475,100.0,66.41702523738698,91.32945940846588,True
2x,polyhalogen,75.0,78.99350465927223,ridge|physchem_compact|alpha=30.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,yield,0.9,25.470868506865955,25.470868506865955,global_fallback,12.45621708553945,25.470868506865955,53.52263615240628,100.0,53.52263615240628,100.0,66.53728757373278,91.44972174481168,True
2y,polyhalogen,80.0,79.27530427669589,ridge|physchem_compact|alpha=30.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,yield,0.9,25.470868506865955,25.470868506865955,global_fallback,12.45621708553945,25.470868506865955,53.80443576982994,100.0,53.80443576982994,100.0,66.81908719115644,91.73152136223534,True
2d,alkyl_series,87.0,86.63322011446422,knn|interaction_hybrid|k=2|transformed=True,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,ee,0.9,20.864920526675064,9.522524514241326,group,9.631276362218912,9.522524514241326,65.76829958778916,100.0,77.1106956002229,96.15574462870555,77.00194375224531,96.26449647668314,True
2e,alkyl_series,91.0,93.66836084068203,knn|interaction_hybrid|k=2|transformed=True,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,ee,0.9,20.864920526675064,9.522524514241326,group,9.631276362218912,9.522524514241326,72.80344031400696,100.0,84.1458363264407,100.0,84.03708447846311,100.0,True
2f,alkyl_series,85.0,94.52252451424133,knn|interaction_hybrid|k=2|transformed=True,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,ee,0.9,20.864920526675064,9.522524514241326,group,9.631276362218912,9.522524514241326,73.65760398756626,100.0,85.0,100.0,84.89124815202241,100.0,True
2g,alkyl_series,80.0,74.51278771099753,knn|interaction_hybrid|k=2|transformed=True,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,ee,0.9,20.864920526675064,9.522524514241326,group,9.631276362218912,9.522524514241326,53.647867184322465,95.37770823767259,64.9902631967562,84.03531222523885,64.88151134877862,84.14406407321644,True
2j,biphenyl,92.0,82.36872363778109,xgboost|manual_expanded|max_depth=1|learning_rate=0.1|n_estimators=100,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,61.50380311110602,100.0,61.50380311110602,100.0,72.73744727556218,92.0,True
2k,biphenyl,90.0,90.02262642651209,xgboost|manual_expanded|max_depth=1|learning_rate=0.1|n_estimators=100,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,69.15770589983703,100.0,69.15770589983703,100.0,80.39135006429318,99.653902788731,True
2z,cyclic_benzylic,75.0,88.73163564057052,ridge|discriminating_2d|alpha=10.0,lowest grouped MAE among all candidates; feature set is available in the offline manual UI,nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,67.86671511389545,100.0,67.86671511389545,100.0,79.1003592783516,98.36291200278943,True
2r,meta_halogen,90.0,87.67151478320208,ridge|mechanism_hybrid|alpha=10.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,66.80659425652702,100.0,66.80659425652702,100.0,78.04023842098317,97.302791145421,True
2s,meta_halogen,90.0,87.96792814112655,ridge|mechanism_hybrid|alpha=10.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,67.10300761445149,100.0,67.10300761445149,100.0,78.33665177890764,97.59920450334546,True
2a,naphthyl,90.0,92.91758581005423,ridge|mechanism_hybrid|alpha=1.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,72.05266528337917,100.0,72.05266528337917,100.0,83.28630944783532,100.0,True
2b,naphthyl,90.0,92.47015234395465,ridge|mechanism_hybrid|alpha=1.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,71.60523181727959,100.0,71.60523181727959,100.0,82.83887598173574,100.0,True
2c,naphthyl,80.0,91.46234454878432,ridge|mechanism_hybrid|alpha=1.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,70.59742402210925,100.0,70.59742402210925,100.0,81.8310681865654,100.0,True
2t,ortho_halogen,94.0,88.38498762806307,xgboost|physchem_compact|max_depth=2|learning_rate=0.1|n_estimators=100,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,67.52006710138801,100.0,67.52006710138801,100.0,78.75371126584416,98.01626399028198,True
2u,ortho_halogen,95.0,88.38498762806307,xgboost|physchem_compact|max_depth=2|learning_rate=0.1|n_estimators=100,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,67.52006710138801,100.0,67.52006710138801,100.0,78.75371126584416,98.01626399028198,True
2v,ortho_halogen,91.0,82.09164834176215,xgboost|physchem_compact|max_depth=2|learning_rate=0.1|n_estimators=100,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,61.22672781508709,100.0,61.22672781508709,100.0,72.46037197954324,91.72292470398106,True
2h,para_edg,79.0,83.20590324456921,ridge|mechanism_hybrid|alpha=1.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,62.34098271789415,100.0,62.34098271789415,100.0,73.5746268823503,92.83717960678813,True
2i,para_edg,60.0,80.86492052667506,ridge|mechanism_hybrid|alpha=1.0,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,60.0,100.0,60.0,100.0,71.23364416445615,90.49619688889398,True
2l,para_ewg,84.0,79.51753034492673,ridge|discriminating_2d|alpha=1.0,lowest grouped MAE among all candidates; feature set is available in the offline manual UI,nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,58.65260981825166,100.0,58.65260981825166,100.0,69.88625398270781,89.14880670714564,True
2m,para_ewg,84.0,89.43256250546754,ridge|discriminating_2d|alpha=1.0,lowest grouped MAE among all candidates; feature set is available in the offline manual UI,nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,68.56764197879248,100.0,68.56764197879248,100.0,79.80128614324863,99.06383886768646,True
2n,para_ewg,41.0,87.26751216593115,ridge|discriminating_2d|alpha=1.0,lowest grouped MAE among all candidates; feature set is available in the offline manual UI,nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,66.40259163925609,100.0,66.40259163925609,100.0,77.63623580371224,96.89878852815006,False
2o,para_halogen,80.0,90.56003072776694,knn|discriminating_2d|k=2|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,69.69511020109188,100.0,69.69511020109188,100.0,80.92875436554803,100.0,True
2p,para_halogen,86.0,91.61172722412249,knn|discriminating_2d|k=2|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,70.74680669744743,100.0,70.74680669744743,100.0,81.98045086190358,100.0,True
2q,para_halogen,86.0,87.6760588359608,knn|discriminating_2d|k=2|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,66.81113830928574,100.0,66.81113830928574,100.0,78.04478247374189,97.30733519817971,True
2w,polyhalogen,93.0,93.25237735587935,knn|mechanism_hybrid|k=3|transformed=True,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,72.38745682920428,100.0,72.38745682920428,100.0,83.62110099366043,100.0,True
2x,polyhalogen,95.0,93.49480417527762,knn|mechanism_hybrid|k=3|transformed=True,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,72.62988364860256,100.0,72.62988364860256,100.0,83.86352781305871,100.0,True
2y,polyhalogen,86.0,88.83803809060056,knn|mechanism_hybrid|k=3|transformed=True,"lowest grouped MAE; generated descriptors passed the predeclared >=0.5 point rule or the >=0.3 point plus >=0.05 Spearman rule, with non-worse RMSE",nested_group_holdout,ee,0.9,20.864920526675064,20.864920526675064,global_fallback,9.631276362218912,20.864920526675064,67.9731175639255,100.0,67.9731175639255,100.0,79.20676172838165,98.46931445281948,True
