id,scope_group,observed,predicted,selected_config,selection_reason,validation,target,nominal_coverage,global_half_width,group_or_global_half_width,interval_source,empirical_q80_half_width,half_width,global_lower,global_upper,lower,upper,empirical_lower,empirical_upper,covered
2b,naphthyl,84.0,75.6058433821342,knn|manual_core|k=3|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,yield,0.9,21.685958359110074,21.685958359110074,global_fallback,15.02500527429686,21.685958359110074,53.91988502302412,97.29180174124427,53.91988502302412,97.29180174124427,60.58083810783734,90.63084865643106,True
2c,naphthyl,71.0,71.8950915502533,knn|manual_core|k=3|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,yield,0.9,21.685958359110074,21.685958359110074,global_fallback,15.02500527429686,21.685958359110074,50.20913319114322,93.58104990936337,50.20913319114322,93.58104990936337,56.87008627595644,86.92009682455016,True
2t,ortho_halogen,88.0,82.73599451369306,knn|discriminating_2d|k=2|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,yield,0.9,21.685958359110074,21.685958359110074,global_fallback,15.02500527429686,21.685958359110074,61.05003615458298,100.0,61.05003615458298,100.0,67.7109892393962,97.76099978798992,True
2u,ortho_halogen,85.0,83.00932642973943,knn|discriminating_2d|k=2|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,yield,0.9,21.685958359110074,21.685958359110074,global_fallback,15.02500527429686,21.685958359110074,61.32336807062936,100.0,61.32336807062936,100.0,67.98432115544257,98.03433170403629,True
2v,ortho_halogen,85.0,78.66451859011588,knn|discriminating_2d|k=2|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,yield,0.9,21.685958359110074,21.685958359110074,global_fallback,15.02500527429686,21.685958359110074,56.9785602310058,100.0,56.9785602310058,100.0,63.639513315819016,93.68952386441273,True
2h,para_edg,79.0,84.87040207018192,knn|manual_core|k=5|transformed=False,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,yield,0.9,21.685958359110074,21.685958359110074,global_fallback,15.02500527429686,21.685958359110074,63.18444371107185,100.0,63.18444371107185,100.0,69.84539679588507,99.89540734447878,True
2i,para_edg,76.0,83.75648907694723,knn|manual_core|k=5|transformed=False,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,yield,0.9,21.685958359110074,21.685958359110074,global_fallback,15.02500527429686,21.685958359110074,62.07053071783716,100.0,62.07053071783716,100.0,68.73148380265037,98.78149435124409,True
2l,para_ewg,71.0,70.07675574622755,knn|discriminating_2d|k=2|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,yield,0.9,21.685958359110074,21.685958359110074,global_fallback,15.02500527429686,21.685958359110074,48.39079738711747,91.76271410533762,48.39079738711747,91.76271410533762,55.05175047193069,85.1017610205244,True
2m,para_ewg,72.0,82.7661254385461,knn|discriminating_2d|k=2|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,yield,0.9,21.685958359110074,21.685958359110074,global_fallback,15.02500527429686,21.685958359110074,61.08016707943602,100.0,61.08016707943602,100.0,67.74112016424924,97.79113071284296,True
2n,para_ewg,70.0,82.74876907653866,knn|discriminating_2d|k=2|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,yield,0.9,21.685958359110074,21.685958359110074,global_fallback,15.02500527429686,21.685958359110074,61.06281071742859,100.0,61.06281071742859,100.0,67.7237638022418,97.77377435083552,True
2o,para_halogen,86.0,79.17327814420896,knn|discriminating_2d|k=4|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,yield,0.9,21.685958359110074,21.685958359110074,global_fallback,15.02500527429686,21.685958359110074,57.48731978509889,100.0,57.48731978509889,100.0,64.1482728699121,94.19828341850582,True
2p,para_halogen,85.0,83.21998112168725,knn|discriminating_2d|k=4|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,yield,0.9,21.685958359110074,21.685958359110074,global_fallback,15.02500527429686,21.685958359110074,61.53402276257718,100.0,61.53402276257718,100.0,68.1949758473904,98.24498639598411,True
2q,para_halogen,80.0,76.10047956529982,knn|discriminating_2d|k=4|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,yield,0.9,21.685958359110074,21.685958359110074,global_fallback,15.02500527429686,21.685958359110074,54.41452120618975,97.7864379244099,54.41452120618975,97.7864379244099,61.07547429100296,91.12548483959668,True
2w,polyhalogen,89.0,81.02357487172995,xgboost|manual_core|max_depth=1|learning_rate=0.05|n_estimators=100,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,yield,0.9,21.685958359110074,21.685958359110074,global_fallback,15.02500527429686,21.685958359110074,59.337616512619874,100.0,59.337616512619874,100.0,65.99856959743309,96.04858014602681,True
2x,polyhalogen,75.0,81.02357487172995,xgboost|manual_core|max_depth=1|learning_rate=0.05|n_estimators=100,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,yield,0.9,21.685958359110074,21.685958359110074,global_fallback,15.02500527429686,21.685958359110074,59.337616512619874,100.0,59.337616512619874,100.0,65.99856959743309,96.04858014602681,True
2y,polyhalogen,80.0,80.76345340556662,xgboost|manual_core|max_depth=1|learning_rate=0.05|n_estimators=100,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,yield,0.9,21.685958359110074,21.685958359110074,global_fallback,15.02500527429686,21.685958359110074,59.07749504645655,100.0,59.07749504645655,100.0,65.73844813126976,95.78845867986348,True
2d,alkyl_series,87.0,85.37911319351501,ridge|discriminating_2d|alpha=10.0,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,9.222232706740655,group,9.222232706740655,9.222232706740655,59.880082963041176,100.0,76.15688048677436,94.60134590025567,76.15688048677436,94.60134590025567,True
2e,alkyl_series,91.0,95.5694473029099,ridge|discriminating_2d|alpha=10.0,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,9.222232706740655,group,9.222232706740655,9.222232706740655,70.07041707243606,100.0,86.34721459616924,100.0,86.34721459616924,100.0,True
2f,alkyl_series,85.0,91.45475688176944,ridge|discriminating_2d|alpha=10.0,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,9.222232706740655,group,9.222232706740655,9.222232706740655,65.9557266512956,100.0,82.23252417502879,100.0,82.23252417502879,100.0,True
2g,alkyl_series,80.0,89.22223270674066,ridge|discriminating_2d|alpha=10.0,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,9.222232706740655,group,9.222232706740655,9.222232706740655,63.72320247626682,100.0,80.0,98.44446541348131,80.0,98.44446541348131,True
2j,biphenyl,92.0,82.36872363778109,xgboost|manual_expanded|max_depth=1|learning_rate=0.1|n_estimators=100,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,56.86969340730725,100.0,56.86969340730725,100.0,73.14649093104043,91.59095634452174,True
2k,biphenyl,90.0,90.02262642651209,xgboost|manual_expanded|max_depth=1|learning_rate=0.1|n_estimators=100,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,64.52359619603826,100.0,64.52359619603826,100.0,80.80039371977144,99.24485913325275,True
2z,cyclic_benzylic,75.0,88.73163564057052,ridge|discriminating_2d|alpha=10.0,lowest grouped MAE among all candidates; feature set is available in the offline manual UI,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,63.23260541009668,100.0,63.23260541009668,100.0,79.50940293382986,97.95386834731117,True
2r,meta_halogen,90.0,88.23254649644602,ridge|discriminating_2d|alpha=30.0,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,62.733516265972185,100.0,62.733516265972185,100.0,79.01031378970536,97.45477920318667,True
2s,meta_halogen,90.0,88.27931900344677,ridge|discriminating_2d|alpha=30.0,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,62.78028877297294,100.0,62.78028877297294,100.0,79.05708629670612,97.50155171018743,True
2a,naphthyl,90.0,85.28996185873204,ridge|discriminating_2d|alpha=30.0,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,59.79093162825821,100.0,59.79093162825821,100.0,76.06772915199139,94.5121945654727,True
2b,naphthyl,90.0,85.28996185873204,ridge|discriminating_2d|alpha=30.0,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,59.79093162825821,100.0,59.79093162825821,100.0,76.06772915199139,94.5121945654727,True
2c,naphthyl,80.0,78.43452899382338,ridge|discriminating_2d|alpha=30.0,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,52.93549876334954,100.0,52.93549876334954,100.0,69.21229628708272,87.65676170056403,True
2t,ortho_halogen,94.0,92.47293247242332,ridge|discriminating_2d|alpha=10.0,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,66.97390224194949,100.0,66.97390224194949,100.0,83.25069976568267,100.0,True
2u,ortho_halogen,95.0,93.74314797348798,ridge|discriminating_2d|alpha=10.0,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,68.24411774301414,100.0,68.24411774301414,100.0,84.52091526674732,100.0,True
2v,ortho_halogen,91.0,88.32118366603439,ridge|discriminating_2d|alpha=10.0,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,62.82215343556055,100.0,62.82215343556055,100.0,79.09895095929373,97.54341637277504,True
2h,para_edg,79.0,85.65944686639045,knn|discriminating_2d|k=5|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,60.16041663591662,100.0,60.16041663591662,100.0,76.4372141596498,94.88167957313111,True
2i,para_edg,60.0,85.49903023047383,knn|discriminating_2d|k=5|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,60.0,100.0,60.0,100.0,76.27679752373318,94.72126293721449,True
2l,para_ewg,84.0,79.51753034492673,ridge|discriminating_2d|alpha=1.0,lowest grouped MAE among all candidates; feature set is available in the offline manual UI,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,54.01850011445289,100.0,54.01850011445289,100.0,70.29529763818607,88.73976305166738,True
2m,para_ewg,84.0,89.43256250546754,ridge|discriminating_2d|alpha=1.0,lowest grouped MAE among all candidates; feature set is available in the offline manual UI,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,63.93353227499371,100.0,63.93353227499371,100.0,80.21032979872689,98.6547952122082,True
2n,para_ewg,41.0,87.26751216593115,ridge|discriminating_2d|alpha=1.0,lowest grouped MAE among all candidates; feature set is available in the offline manual UI,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,61.76848193545732,100.0,61.76848193545732,100.0,78.0452794591905,96.4897448726718,False
2o,para_halogen,80.0,90.56003072776694,knn|discriminating_2d|k=2|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,65.06100049729311,100.0,65.06100049729311,100.0,81.33779802102629,99.7822634345076,True
2p,para_halogen,86.0,91.61172722412249,knn|discriminating_2d|k=2|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,66.11269699364865,100.0,66.11269699364865,100.0,82.38949451738183,100.0,True
2q,para_halogen,86.0,87.6760588359608,knn|discriminating_2d|k=2|transformed=True,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,62.17702860548697,100.0,62.17702860548697,100.0,78.45382612922015,96.89829154270146,True
2w,polyhalogen,93.0,88.1365999537507,ridge|manual_expanded|alpha=1.0,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,62.63756972327687,100.0,62.63756972327687,100.0,78.91436724701005,97.35883266049136,True
2x,polyhalogen,95.0,94.76856005785228,ridge|manual_expanded|alpha=1.0,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,69.26952982737845,100.0,69.26952982737845,100.0,85.54632735111163,100.0,True
2y,polyhalogen,86.0,79.88249381381021,ridge|manual_expanded|alpha=1.0,manual deployable model retained because generated descriptors failed the predeclared material-improvement rule,nested_group_holdout,ee,0.9,25.499030230473835,25.499030230473835,global_fallback,9.222232706740655,25.499030230473835,54.38346358333638,100.0,54.38346358333638,100.0,70.66026110706956,89.10472652055087,True
