file_name,relative_path,bytes,sha256,read_status,pdf_pages,pages_text_extracted,metadata_title,metadata_author,doi_candidates,kw_asymmetric,kw_cyanation,kw_copper,kw_photoredox,kw_deoxygenative,kw_ligand,kw_solvent,kw_scope,suggested_role,human_data_role,review_notes,selected_for_local_reference,numeric_training_eligible,numeric_transfer_reason
cl.1989.1071.pdf,不对称反应\cl.1989.1071.pdf,402769,829faeb0fa7920bac549e4165073dc33abba0a30c6a49c6ca0cbbd3a02de7816,ok,4,0,,,,0,0,0,0,0,0,0,0,background_or_out_of_scope,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
FBF10B8D5DC64B61A1A51E52BDC52E39-mark.pdf,不对称反应\FBF10B8D5DC64B61A1A51E52BDC52E39-mark.pdf,756341,c38598d35e629fb022069ad42c5efabae4e40c536c35917ceb3b82553888af33,ok,16,16,,,10.1007/s11426-025-2666-y,16,1,0,9,33,11,3,4,descriptor_or_mechanism_reference,selected_asymmetric_method_context,Recent asymmetric photoredox context after DOI-level review; retained as qualitative context only.,True,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
ja408971t.pdf,不对称反应\ja408971t.pdf,658678,b5c3f27312ce9206ae86695c6f5637509b42f1c6f35082cb43eebf0c871c3eb6,ok,4,4,ja-2013-08971t 1..4,,10.1021/ja408971t,0,0,0,14,2,0,2,3,descriptor_or_mechanism_reference,selected_precursor_reference,Foundational N-hydroxyphthalimide radical-precursor chemistry; no target yield or ee labels transferred.,True,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
Ni-catalyzed enantioconvergent deoxygenative reductive cross-coupling of unactivated alkyl alcohols and aryl bromides.pdf,不对称反应\Ni-catalyzed enantioconvergent deoxygenative reductive cross-coupling of unactivated alkyl alcohols and aryl bromides.pdf,1306376,6c4ad269c71a2037c1719ac83279c059b8344242338ebad6d45bd5ffc0931778,ok,11,11,Ni-catalyzed enantioconvergent deoxygenative reductive cross-coupling of unactivated alkyl alcohols and aryl bromides,Li-Li Zhang,10.1038/s41467-024-46713-x,57,2,1,20,52,7,6,6,manual_review_candidate,selected_negative_transfer_reference,Enantioconvergent but Ni cross-coupling; demonstrates why catalyst and reaction family cannot be pooled.,True,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
science.1255525(1).pdf,不对称反应\science.1255525(1).pdf,1101459,105962033e59d85898a96a5f9b36278bb54b6a707785dd722268fd8e32aeb448,ok,4,4,Merging photoredox with nickel catalysis: Coupling of α-carboxyl sp3-carbons with aryl halides,,10.1126/science.1255525EXOPLANET,0,0,0,21,0,1,0,1,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
science.1255525.pdf,不对称反应\science.1255525.pdf,1933884,9f21a17383bb696d10011df6bdc1ef003180785cddd9685e8d10587453a91306,ok,6,6,,David Nicewicz User,10.1002/adsc.200404223;10.1002/anie.200803611;10.1002/anie.201300459;10.1002/chem.201200050;10.1016/S0022-;10.1016/j.tetlet.2012.07.070;10.1021/cm051312;10.1021/ja0605265;10.1021/ja208068w;10.1021/ja301553c,5,1,4,35,0,0,0,2,manual_review_candidate,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
a-1406-0484.pdf,不对称反应\ShuZhongXing\sure\a-1406-0484.pdf,544531,b7f688e463add040b34113af99c8362b459fa1ef59dc135cba3ea7aab541d9d1,ok,6,6,st-2021-l0007-ca.fm,Tobias.Brenner,10.1055/a-1406-0484,1,0,1,0,12,0,3,4,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
a-1467-2432.pdf().pdf,不对称反应\ShuZhongXing\sure\a-1467-2432.pdf().pdf,248342,cdf4d20491e9690378a0f0ac6ef6219edbfc54eaa5809600812d21264753f208,ok,7,7,ss-2021-f0108-st.fm,Thomas.Loop,10.1055/a-1467-2432;10.1080/10286020.2020.1826937,1,0,2,0,10,3,0,5,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
c7sc03140h.pdf,不对称反应\ShuZhongXing\sure\c7sc03140h.pdf,958291,17806f59905298952b96f76d622da449c9b31090bc290915e29d18c9df128ac7,ok,6,6,Dual nickel and Lewis acid catalysis for cross-electrophile coupling: the allylation of aryl halides with allylic alcohols,Xue-Gong Jia,10.1039/c7sc03140h,0,0,1,1,12,1,0,4,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
cs1c05530_si_001.pdf,不对称反应\ShuZhongXing\sure\cs1c05530_si_001.pdf,12979619,84dbd03048d0a1604167f6d171052876136f39ee4e8e0ee86bca4d8e605cda68,ok,142,30,,xiehao wu,,0,0,0,0,4,4,8,4,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
d3qo01416a.pdf,不对称反应\ShuZhongXing\sure\d3qo01416a.pdf,1132075,694dd739ba541e9b4290efa4126ce9b4be8baf9404c993a0ee9f85ac85c02646,ok,6,6,d3qo01416a 94..99 ++,,10.1039/d3qo01416a,5,0,1,2,10,3,0,9,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
ja0c07492_si_001.pdf,不对称反应\ShuZhongXing\sure\ja0c07492_si_001.pdf,14989909,f478e4e0d6288c580c3bcafc70280b0705cd757ec590408f6188bf1705f02a0c,ok,185,30,,xiehao wu,,0,0,0,0,13,6,12,1,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
ja0c12462_si_001.pdf,不对称反应\ShuZhongXing\sure\ja0c12462_si_001.pdf,27068964,dd41e9edad6645ea4e892b7d95637f0c02b215bb77a105d37851c9b3b962a771,ok,207,30,,asus,,0,0,0,0,9,7,6,1,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
ja4c11857_si_001.pdf,不对称反应\ShuZhongXing\sure\ja4c11857_si_001.pdf,19626656,111c9b8945561209d90a021c6f26bd0ccd5d7b59abcd7150db792eed08ead978,ok,144,30,,xiehao wu,,0,0,0,0,1,6,10,0,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
decarboxylative-borylation.pdf,不对称反应\W. C. MacMillan2024-2022\decarboxylation\decarboxylative-borylation.pdf,1649816,ba620f0c2c48b31c84d8c9f4d99537ffc1e9aad39355235edbc4cac1b20c33bd,ok,10,10,Decarboxylative Borylation and Cross-Coupling of (Hetero)aryl Acids Enabled by Copper Charge Transfer Catalysis,"Nathan W. Dow, P. Scott Pedersen, Tiffany Q. Chen, David C. Blakemore, Anne-Marie Dechert-Schmitt, Thomas Knauber, and David W. C. MacMillan",10.1021/jacs.2c01630;10.26434/chemrxiv.14451117.v1,3,1,44,21,0,9,2,8,manual_review_candidate,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
jacs.2c02392.pdf,不对称反应\W. C. MacMillan2024-2022\decarboxylation\jacs.2c02392.pdf,2967372,a99f0d36cf689818cf8921125003cc8af7e20d65828e08b60e9739cb339eef70,ok,10,10,A Unified Approach to Decarboxylative Halogenation of (Hetero)aryl Carboxylic Acids,"Tiffany Q. Chen, P. Scott Pedersen, Nathan W. Dow, Remi Fayad, Cory E. Hauke, Michael C. Rosko, Evgeny O. Danilov, David C. Blakemore, Anne-Marie Dechert-Schmitt, Thomas Knauber, Felix N. Castellano, and David W. C. MacMillan",10.1021/jacs.2c02392,0,1,61,5,0,9,2,7,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
jacs.2c08989.pdf,不对称反应\W. C. MacMillan2024-2022\decarboxylation\jacs.2c08989.pdf,2133270,f8c429acbda1b46291913161bc1bb0f6a34c2e6877e71ffbd7d85d3a5e46ff6a,ok,9,9,Nickel Catalysis via SH2 Homolytic Substitution: The Double Decarboxylative Cross-Coupling of Aliphatic Acids,"Artem V. Tsymbal, Lorenzo Delarue Bizzini, and David W. C. MacMillan",10.1021/jacs.2c08989,1,0,1,11,5,7,1,6,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
pedersen-et-al-2023-one-pot-synthesis-of-sulfonamides-from-unactivated-acids-and-amines-via-aromatic-decarboxylative.pdf,不对称反应\W. C. MacMillan2024-2022\decarboxylation\pedersen-et-al-2023-one-pot-synthesis-of-sulfonamides-from-unactivated-acids-and-amines-via-aromatic-decarboxylative.pdf,2503111,a91ff2485b258c35fc448044c0bab5200637410c3b852c2b85c32a68f21ddc2a,ok,8,8,One-Pot Synthesis of Sulfonamides from Unactivated Acids and Amines via Aromatic Decarboxylative Halosulfonylation,"P. Scott Pedersen, David C. Blakemore, Gary M. Chinigo, Thomas Knauber, and David W. C. MacMillan",10.1021/jacs.3c08218,0,0,28,8,0,4,2,5,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
alcohol_acid.pdf,不对称反应\W. C. MacMillan2024-2022\sure\alcohol_acid.pdf,1089980,f08d0f9b463a265f1f7d2c9346c6eee771d1dc08c976dd671f6f5bb8d47c8a07,ok,8,8,Nontraditional Fragment Couplings of Alcohols and Carboxylic Acids: C(sp3)–C(sp3) Cross-Coupling via Radical Sorting,Holt A. Sakai and David W. C. MacMillan,10.1021/jacs.2c02062,2,0,7,26,38,0,0,2,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
Angew-Chem-Int-Ed-2022-Wang-Alcohols-as-Alkylating-Agents-PhotoredoxE28090Catalyzed-Conjugate-Alkylation-via-In-Situ.pdf,不对称反应\W. C. MacMillan2024-2022\sure\Angew-Chem-Int-Ed-2022-Wang-Alcohols-as-Alkylating-Agents-PhotoredoxE28090Catalyzed-Conjugate-Alkylation-via-In-Situ.pdf,8091567,000f58e795d2c66967807654afbbcb71d98c2335f7679832b06c6e53534dfa59,ok,7,7,Alcohols as Alkylating Agents: Photoredox‐Catalyzed Conjugate Alkylation via In Situ Deoxygenation,,10.1002/ange.202207150;10.1002/anie.202207150,0,1,0,8,33,0,2,4,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
bissonnette-et-al-2024-development-of-a-general-organophosphorus-radical-trap-deoxyphosphonylation-of-alcohols-1.pdf,不对称反应\W. C. MacMillan2024-2022\sure\bissonnette-et-al-2024-development-of-a-general-organophosphorus-radical-trap-deoxyphosphonylation-of-alcohols-1.pdf,2196999,2b69654a4c8ebed2f54ead975fd5586e217d9fabee78e12d9a1dbd9c65dae476,ok,8,8,Development of a General Organophosphorus Radical Trap: Deoxyphosphonylation of Alcohols,"Noah B. Bissonnette, Niels Bisballe, Andrew V. Tran, James A. Rossi-Ashton, and David W. C. MacMillan",10.1021/jacs.4c00557;10.26434/chemrxiv-2023-65m0v;10.31635/ccschem.023.202303282,0,0,4,12,9,0,0,3,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
cai-et-al-2024-engaging-alkenes-in-metallaphotoredox-a-triple-catalytic-radical-sorting-approach-to-olefin-alcohol.pdf,不对称反应\W. C. MacMillan2024-2022\sure\cai-et-al-2024-engaging-alkenes-in-metallaphotoredox-a-triple-catalytic-radical-sorting-approach-to-olefin-alcohol.pdf,2198606,4ec6c6e5a9a085a7494634de232f65501f5b0ef4d759742b15c285469e5040b0,ok,10,10,"Engaging Alkenes in Metallaphotoredox: A Triple Catalytic, Radical Sorting Approach to Olefin-Alcohol Cross-Coupling","Qinyan Cai, Iona M. McWhinnie, Nathan W. Dow, Amy Y. Chan, and David W. C. MacMillan",10.1021/jacs.4c02316;10.26434/chemrxiv-2023-7vb8x-v2;10.26434/chemrxiv-2023-mpqdw,1,0,2,36,38,1,1,4,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
carson-et-al-2024-free-radical-deoxygenative-amination-of-alcohols-via-copper-metallaphotoredox-catalysis-1.pdf,不对称反应\W. C. MacMillan2024-2022\sure\carson-et-al-2024-free-radical-deoxygenative-amination-of-alcohols-via-copper-metallaphotoredox-catalysis-1.pdf,1957003,b7b87b79f0e78fc6053c6fc4c22996bee0b6e0a204d6ddfba01fec9da1aa7a5f,ok,7,7,Free-Radical Deoxygenative Amination of Alcohols via Copper Metallaphotoredox Catalysis,"William P. Carson II, Artem V. Tsymbal, Robert W. Pipal, Grant A. Edwards, Joseph R. Martinelli, Albert Cabré, and David W. C. MacMillan",10.1021/jacs.4c04477,0,0,44,14,33,3,1,5,descriptor_or_mechanism_reference,selected_mechanism_reference,Copper metallaphotoredox alcohol deoxygenation; supports pathway-factor inventory only.,True,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
carson-ii-et-al-2023-photoredox-catalysis-enabled-sulfination-of-alcohols-and-bromides.pdf,不对称反应\W. C. MacMillan2024-2022\sure\carson-ii-et-al-2023-photoredox-catalysis-enabled-sulfination-of-alcohols-and-bromides.pdf,2112116,fcdb52cfeedbf3842cd631eecab8e6e761d63af90b1f1f0749e7c7130a545d98,ok,8,8,Photoredox Catalysis-Enabled Sulfination of Alcohols and Bromides,"William P. Carson II, Patrick J. Sarver, Noelle S. Goudy, and David W. C. MacMillan",10.1021/jacs.3c08216,0,0,1,12,21,0,2,7,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
gould-et-al-2023-rapid-and-modular-access-to-quaternary-carbons-from-tertiary-alcohols-via-bimolecular-homolytic.pdf,不对称反应\W. C. MacMillan2024-2022\sure\gould-et-al-2023-rapid-and-modular-access-to-quaternary-carbons-from-tertiary-alcohols-via-bimolecular-homolytic.pdf,3393512,e1fc764672c57938862757e1359483a712d8d95ef426c38610b7a630454373f0,ok,7,7,Rapid and Modular Access to Quaternary Carbons from Tertiary Alcohols via Bimolecular Homolytic Substitution,"Colin A. Gould, Andria L. Pace, and David. W. C. MacMillan",10.1021/jacs.3c05405;10.26434/chemrxiv-2023-z7tw7,2,0,3,9,33,0,1,6,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
jacs.1c11552.pdf,不对称反应\W. C. MacMillan2024-2022\sure\jacs.1c11552.pdf,922713,28cb50f5e34f93f0fea61ebaef471dfcc834ac8382424b0b031408096c544710,ok,6,6,Selective Isomerization via Transient Thermodynamic Control: Dynamic Epimerization of trans to cis Diols,Christian J. Oswood and David W. C. MacMillan,10.1021/jacs.1c11552,3,0,1,6,1,0,2,2,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
jacs.2c04807.pdf,不对称反应\W. C. MacMillan2024-2022\sure\jacs.2c04807.pdf,2561721,b8269ffe27e77b3e3ae98c0966fee1d95b4310a847825a68be895313f0f892cf,ok,8,8,Deoxytrifluoromethylation of Alcohols,"Nicholas E. Intermaggio, Agustin Millet, Dali L. Davis, and David W. C. MacMillan",10.1021/jacs.2c04807,0,0,33,6,23,3,0,4,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
lin-et-al-2025-aryl-acid-alcohol-cross-coupling-csp3-csp2-bond-formation-from-nontraditional-precursors.pdf,不对称反应\W. C. MacMillan2024-2022\sure\lin-et-al-2025-aryl-acid-alcohol-cross-coupling-csp3-csp2-bond-formation-from-nontraditional-precursors.pdf,2873725,0555ad36d528ddc0459357e8db0bf4d0388fc1f71fd628e4b24b65a6b382ff95,ok,10,10,Aryl Acid-Alcohol Cross-Coupling: C(sp3)–C(sp2) Bond Formation from Nontraditional Precursors,"Eva Lin, Johnny Z. Wang, Edna Mao, Stephanie Tsang, Kurtis M. Carsch, Cesar N. Prieto Kullmer, Ryan E. McNamee, Jeffrey R. Long, Chi “Chip” Le, and David W.C. MacMillan",10.1021/jacs.4c15827,1,0,9,24,29,1,0,6,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
lyon-macmillan-2023-expedient-access-to-underexplored-chemical-space-deoxygenative-csp3-csp3-cross-coupling.pdf,不对称反应\W. C. MacMillan2024-2022\sure\lyon-macmillan-2023-expedient-access-to-underexplored-chemical-space-deoxygenative-csp3-csp3-cross-coupling.pdf,2156979,415702326aa93098d2c080a39abac203755d651551d6202fdc2c2604da71f03c,ok,7,7,Expedient Access to Underexplored Chemical Space: Deoxygenative C(sp3)–C(sp3) Cross-Coupling,William L. Lyon and David W. C. MacMillan,10.1021/jacs.3c01488,0,0,5,6,17,5,0,5,descriptor_or_mechanism_reference,excluded_after_title_abstract_screen,"Not sufficiently matched to the target precursor, Cu/photoredox cycle, product-forming step, and asymmetric outcome.",False,no,"No corpus paper matches the target precursor, catalyst network, product-forming step, protocol, and label definition simultaneously."
